mean,0.6006
mean,0.5505
mean,0.5856
mean,0.459
mean,0.5549
mean,0.1157
median,0.5938
median,0.1332
trmean,0.5653
trmean,0.102
krum,0.5921
krum,0.0987
mkrum,0.1008
bulyan,0.1086
